"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Probable Pitcher","Batting Order"
"15426-38088","3B","Adonis","Garcia","7.2700000000000005","20","2200","ATL@BOS","ATL","BOS","","","",""
"15426-13851","OF","Danny","Santana","5.566666666666666","6","2200","CLE@MIN","MIN","CLE","","","",""
"15426-5238","2B","Omar","Infante","6.15","16","2200","KAN@LAA","KAN","LAA","","","",""
"15426-5130","1B","Billy","Butler","3.0181818181818185","11","2200","OAK@DET","OAK","DET","","","",""
"15426-14004","1B","Justin","Bour","6.958823529411765","17","2200","MIA@LOS","MIA","LOS","","","",""
"15426-11443","1B","Justin","Smoak","4.031578947368421","19","2200","CWS@TOR","TOR","CWS","","","",""
"15426-13694","1B","Marwin","González","4.8125","16","2200","HOU@SEA","HOU","SEA","","","",""
"15426-5927","C","A.J.","Ellis","8.200000000000001","12","2200","MIA@LOS","LOS","MIA","","","",""
"15426-38595","C","Blake","Swihart","6.1499999999999995","6","2200","ATL@BOS","BOS","ATL","","","",""
"15426-53837","SS","Marco","Hernández","15.2","1","2200","ATL@BOS","BOS","ATL","","","",""
"15426-6047","OF","Cameron","Maybin","8.875886524822695","141","2200","OAK@DET","DET","OAK","DL","Wrist","",""
"15426-17012","C","Curt","Casali","3.98","15","2200","BAL@TAM","TAM","BAL","","","",""
"15426-6025","C","José","Lobatón","6.283333333333334","6","2200","PHI@WAS","WAS","PHI","","","",""
"15426-52187","1B","Ji-Man","Choi","2.25","8","2200","KAN@LAA","LAA","KAN","","","",""
"15426-13354","2B","César","Hernández","7.0588235294117645","17","2200","PHI@WAS","PHI","WAS","","","",""
"15426-13326","C","Christian","Bethancourt","5.814285714285715","7","2200","SDP@SFG","SDP","SFG","","","",""
"15426-17167","SS","Brad","Miller","4.966666666666667","18","2200","BAL@TAM","TAM","BAL","","","",""
"15426-5811","2B","Mike","Avilés","3.1285714285714286","7","2200","OAK@DET","DET","OAK","","","",""
"15426-13126","OF","Andrew","Lambo","0","1","2100","OAK@DET","OAK","DET","","","",""
"15426-13130","C","Eric","Fryer","5.4875","8","2100","STL@ARI","STL","ARI","","","",""
"15426-13060","SS","Adeiny","Hechavarria","6.105882352941176","17","2100","MIA@LOS","MIA","LOS","","","",""
"15426-21885","SS","Javier","Báez","7.166666666666667","9","2100","MIL@CHC","CHC","MIL","","","",""
"15426-38965","1B","C.J.","Cron","4.449999999999999","18","2100","KAN@LAA","LAA","KAN","","","",""
"15426-38938","OF","Mac","Williamson","0","3","2100","SDP@SFG","SFG","SDP","","","",""
"15426-6288","C","Josh","Thole","3.744444444444445","9","2100","CWS@TOR","TOR","CWS","","","",""
"15426-12853","OF","Dustin","Ackley","1.5","6","2100","NYY@TEX","NYY","TEX","","","",""
"15426-12861","OF","David","Lough","7.116666666666667","6","2100","PHI@WAS","PHI","WAS","","","",""
"15426-12998","OF","Kirk","Nieuwenhuis","5.50625","16","2100","MIL@CHC","MIL","CHC","","","",""
"15426-13034","2B","Charlie","Culberson","3.7636363636363637","11","2100","MIA@LOS","LOS","MIA","","","",""
"15426-21578","SS","Josh","Rutledge","5.6","5","2100","ATL@BOS","BOS","ATL","","","",""
"15426-11096","OF","Chris","Heisey","5.327272727272727","11","2100","PHI@WAS","WAS","PHI","","","",""
"15426-13044","SS","Iván","De Jesús Jr.","5.0307692307692315","13","2100","CIN@NYM","CIN","NYM","","","",""
"15426-6216","OF","Rickie","Weeks Jr.","3.33125","16","2100","STL@ARI","ARI","STL","","","",""
"15426-12584","OF","Alex","Presley","6.3","4","2100","MIL@CHC","MIL","CHC","","","",""
"15426-24529","OF","Rafael","Ortega","6.1571428571428575","7","2100","KAN@LAA","LAA","KAN","","","",""
"15426-5110","3B","Juan","Uribe","5.96","15","2100","CLE@MIN","CLE","MIN","","","",""
"15426-5092","OF","Jeff","Francoeur","4.1125","16","2100","ATL@BOS","ATL","BOS","","","",""
"15426-12311","OF","Daniel","Nava","3.5125","8","2100","KAN@LAA","LAA","KAN","DL","Knee","",""
"15426-12475","OF","Peter","Bourjos","4.472222222222222","18","2100","PHI@WAS","PHI","WAS","","","",""
"15426-5492","2B","Adam","Rosales","6.25","14","2100","SDP@SFG","SDP","SFG","","","",""
"15426-38126","OF","Tyler","Holt","3.6","17","2100","CIN@NYM","CIN","NYM","","","",""
"15426-5617","1B","Adam","Lind","4.176470588235294","17","2100","HOU@SEA","SEA","HOU","","","",""
"15426-5557","3B","Aaron","Hill","5.268421052631578","19","2100","MIL@CHC","MIL","CHC","","","",""
"15426-13841","SS","Didi","Gregorius","5.644444444444444","18","2100","NYY@TEX","NYY","TEX","","","",""
"15426-13858","C","Christian","Vázquez","6.1","8","2100","ATL@BOS","BOS","ATL","","","",""
"15426-5354","OF","Josh","Hamilton","8.258","50","2100","NYY@TEX","TEX","NYY","DL","Knee","",""
"15426-5319","SS","Cliff","Pennington","4.457142857142857","14","2100","KAN@LAA","LAA","KAN","","","",""
"15426-5326","2B","Gordon","Beckham","5.61","10","2100","ATL@BOS","ATL","BOS","DL","Hamstring","",""
"15426-5332","C","A.J.","Pierzynski","6.230769230769231","13","2100","ATL@BOS","ATL","BOS","","","",""
"15426-38297","C","Austin","Barnes","3.1166666666666667","6","2100","MIA@LOS","LOS","MIA","","","",""
"15426-13586","2B","Christian","Colón","4.3","5","2100","KAN@LAA","KAN","LAA","","","",""
"15426-17052","OF","Scott","Van Slyke","4","4","2100","MIA@LOS","LOS","MIA","DL","Back","",""
"15426-13731","2B","Ryan","Flaherty","3.75","4","2100","BAL@TAM","BAL","TAM","","","",""
"15426-11311","C","Drew","Butera","8.233333333333333","3","2100","KAN@LAA","KAN","LAA","","","",""
"15426-17014","SS","Andrelton","Simmons","4.9399999999999995","20","2100","KAN@LAA","LAA","KAN","","","",""
"15426-11331","1B","Brett","Wallace","2.3846153846153846","13","2100","SDP@SFG","SDP","SFG","","","",""
"15426-13350","OF","Matt","den Dekker","3.1214285714285714","14","2100","PHI@WAS","WAS","PHI","","","",""
"15426-21165","C","Roberto","Pérez","8.133333333333333","3","2100","CLE@MIN","CLE","MIN","","","",""
"15426-17171","C","James","McCann","3.25","4","2100","OAK@DET","DET","OAK","DL","Ankle","",""
"15426-13144","OF","J.B.","Shuck","0.75","4","2000","CWS@TOR","CWS","TOR","","","",""
"15426-21904","OF","Ramón","Flores","2.325","16","2000","MIL@CHC","MIL","CHC","","","",""
"15426-39109","OF","Preston","Tucker","5.39375","16","2000","HOU@SEA","HOU","SEA","","","",""
"15426-21874","3B","Jorge","Polanco","3.925","4","2000","CLE@MIN","MIN","CLE","","","",""
"15426-13253","C","Martín","Maldonado","1.5","6","2000","MIL@CHC","MIL","CHC","","","",""
"15426-13210","2B","Johnny","Giavotella","2.6357142857142857","14","2000","KAN@LAA","LAA","KAN","","","",""
"15426-13203","3B","Eric","Campbell","0.8857142857142858","7","2000","CIN@NYM","NYM","CIN","","","",""
"15426-13238","C","Josh","Phegley","6.1499999999999995","6","2000","OAK@DET","OAK","DET","","","",""
"15426-13230","C","Jordan","Pacheco","2.1999999999999997","11","2000","CIN@NYM","CIN","NYM","","","",""
"15426-6308","1B","Chris","Johnson","2.1076923076923078","13","2000","MIA@LOS","MIA","LOS","","","",""
"15426-6283","OF","Craig","Gentry","3.1","14","2000","KAN@LAA","LAA","KAN","","","",""
"15426-68606","OF","Tyler","Goeddel","1.4272727272727272","11","2000","PHI@WAS","PHI","WAS","","","",""
"15426-13026","OF","Jerry","Sands","5.4625","8","2000","CWS@TOR","CWS","TOR","","","",""
"15426-21573","2B","Jace","Peterson","3.3055555555555554","18","2000","ATL@BOS","ATL","BOS","","","",""
"15426-21549","OF","Tyler","Collins","1.25","10","2000","OAK@DET","DET","OAK","","","",""
"15426-6230","OF","Chris","Young","2.838461538461538","13","2000","ATL@BOS","BOS","ATL","","","",""
"15426-12966","OF","Collin","Cowgill","1","9","2000","CLE@MIN","CLE","MIN","","","",""
"15426-53027","2B","Daniel","Castro","6.5","12","2000","ATL@BOS","ATL","BOS","","","",""
"15426-12586","C","Hank","Conger","1.6818181818181819","11","2000","BAL@TAM","TAM","BAL","","","",""
"15426-54952","OF","Aaron","Altherr","10.880952380952381","42","2000","PHI@WAS","PHI","WAS","DL","Wrist","",""
"15426-12767","SS","Andrew","Romine","1.2","10","2000","OAK@DET","DET","OAK","","","",""
"15426-5057","OF","Sam","Fuld","4.923333333333333","120","2000","OAK@DET","OAK","DET","DL","Shoulder","",""
"15426-58411","OF","Ryan","Rua","4.455555555555556","9","2000","NYY@TEX","TEX","NYY","","","",""
"15426-58431","OF","Terrance","Gore","4.6","2","2000","KAN@LAA","KAN","LAA","","","",""
"15426-12458","1B","Logan","Morrison","2.4941176470588236","17","2000","BAL@TAM","TAM","BAL","","","",""
"15426-5471","SS","Stephen","Drew","3.1","11","2000","PHI@WAS","WAS","PHI","","","",""
"15426-53476","OF","Scott","Schebler","4.594736842105263","19","2000","CIN@NYM","CIN","NYM","","","",""
"15426-38123","SS","Luis","Sardiñas","6.228571428571429","7","2000","HOU@SEA","SEA","HOU","","","",""
"15426-5591","2B","Howie","Kendrick","3.076923076923077","13","2000","MIA@LOS","LOS","MIA","","","",""
"15426-49461","3B","Alex","Guerrero","4.943396226415095","106","2000","MIA@LOS","LOS","MIA","DL","Knee","",""
"15426-38033","OF","Cody","Asche","6.726356589147287","129","2000","PHI@WAS","PHI","WAS","DL","Oblique","",""
"15426-5513","OF","Drew","Stubbs","5.59375","16","2000","ATL@BOS","ATL","BOS","","","",""
"15426-5227","C","Chris","Giménez","8.3","36","2000","NYY@TEX","TEX","NYY","DL","Ankle","",""
"15426-38247","2B","Hanser","Alberto","0.6","10","2000","NYY@TEX","TEX","NYY","","","",""
"15426-5242","3B","Kelly","Johnson","3.288235294117647","17","2000","ATL@BOS","ATL","BOS","","","",""
"15426-38223","OF","Travis","Jankowski","1.9","16","2000","SDP@SFG","SDP","SFG","","","",""
"15426-13894","OF","Aaron","Hicks","1.5857142857142856","14","2000","NYY@TEX","NYY","TEX","DTD","Shoulder","",""
"15426-13917","OF","Juan","Lagares","3.06","15","2000","CIN@NYM","NYM","CIN","","","",""
"15426-5134","C","Brayan","Peña","5.059259259259259","108","2000","STL@ARI","STL","ARI","DL","Knee","",""
"15426-5122","C","Álex","Ávila","3.9200000000000004","10","2000","CWS@TOR","CWS","TOR","DL","Hamstring","",""
"15426-5374","OF","Franklin","Gutiérrez","3.9266666666666667","15","2000","HOU@SEA","SEA","HOU","","","",""
"15426-5373","OF","Ichiro","Suzuki","4.091666666666667","12","2000","MIA@LOS","MIA","LOS","","","",""
"15426-14000","1B","Darin","Ruf","2.1375","16","2000","PHI@WAS","PHI","WAS","","","",""
"15426-5282","C","Jeff","Mathis","6.15","4","2000","MIA@LOS","MIA","LOS","","","",""
"15426-14018","C","John Ryan","Murphy","1.875","8","2000","CLE@MIN","MIN","CLE","","","",""
"15426-5280","SS","Erick","Aybar","3.8684210526315788","19","2000","ATL@BOS","ATL","BOS","","","",""
"15426-5311","C","Kurt","Suzuki","5.578571428571428","14","2000","CLE@MIN","MIN","CLE","","","",""
"15426-38293","OF","Tyler","Naquin","4.4375","16","2000","CLE@MIN","CLE","MIN","","","",""
"15426-53898","C","Trevor","Brown","10.855555555555556","9","2000","SDP@SFG","SFG","SDP","","","",""
"15426-13593","OF","Keon","Broxton","4.066666666666666","6","2000","MIL@CHC","MIL","CHC","","","",""
"15426-13584","OF","Paulo","Orlando","3.9857142857142853","7","2000","KAN@LAA","KAN","LAA","","","",""
"15426-13575","2B","José","Pirela","1.5","4","2000","SDP@SFG","SDP","SFG","","","",""
"15426-5905","OF","Alejandro","De Aza","3.0500000000000003","14","2000","CIN@NYM","NYM","CIN","","","",""
"15426-13638","SS","Wilmer","Flores","1.6545454545454545","11","2000","CIN@NYM","NYM","CIN","","","",""
"15426-13757","OF","Rymer","Liriano","0","0","2000","MIL@CHC","MIL","CHC","DL","Face","",""
"15426-13756","OF","Reymond","Fuentes","4.75","6","2000","KAN@LAA","KAN","LAA","","","",""
"15426-11326","SS","Tim","Beckham","4.616666666666666","6","2000","BAL@TAM","TAM","BAL","","","",""
"15426-13724","OF","Matt","Szczur","5.364705882352942","17","2000","MIL@CHC","CHC","MIL","","","",""
"15426-16995","2B","Tyler","Ladendorf","0","1","2000","OAK@DET","OAK","DET","","","",""
"15426-11349","SS","Rubén","Tejada","1.2857142857142858","7","2000","STL@ARI","STL","ARI","","","",""
"15426-11344","C","Jason","Castro","3.6","17","2000","HOU@SEA","HOU","SEA","","","",""
"15426-13799","1B","Matt","Adams","3.426315789473684","19","2000","STL@ARI","STL","ARI","","","",""
"15426-68643","2B","Colin","Walsh","1.964705882352941","17","2000","MIL@CHC","MIL","CHC","","","",""
"15426-52171","C","Kevin","Plawecki","3.9","8","2000","CIN@NYM","NYM","CIN","","","",""
"15426-16971","SS","Munenori","Kawasaki","4.5","2","2000","MIL@CHC","CHC","MIL","","","",""
"15426-13346","2B","Ryan","Goins","3.8549999999999995","20","2000","CWS@TOR","TOR","CWS","","","",""
"15426-21183","C","Carlos","Pérez","3.2933333333333334","15","2000","KAN@LAA","LAA","KAN","","","",""
"15426-13422","OF","Jake","Marisnick","1.0333333333333334","12","2000","HOU@SEA","HOU","SEA","","","",""
"15426-13436","C","Max","Stassi","4.527272727272727","11","2000","HOU@SEA","HOU","SEA","DL","Wrist","",""
"15426-21212","OF","Mason","Williams","7.3875","8","2000","NYY@TEX","NYY","TEX","DL","Shoulder","",""
"15426-13390","SS","Miguel","Rojas","1.4090909090909092","11","2000","MIA@LOS","MIA","LOS","","","",""
"15426-13407","C","Bryan","Holaday","5.33","10","2000","NYY@TEX","TEX","NYY","","","",""
"15426-13400","1B","Clint","Robinson","1.4545454545454546","11","2000","PHI@WAS","WAS","PHI","","","",""
"15426-13394","SS","Tyler","Saladino","3.79","10","2000","CWS@TOR","CWS","TOR","","","",""
"15426-13473","C","Caleb","Joseph","4.066666666666666","9","2000","BAL@TAM","BAL","TAM","","","",""
"15426-5841","3B","Andrés","Blanco","6.235714285714286","14","2000","PHI@WAS","PHI","WAS","","","",""
"15426-13451","2B","Ronald","Torreyes","6.2","8","2000","NYY@TEX","NYY","TEX","","","",""
"15426-5865","2B","Emmanuel","Burriss","1.8133333333333332","15","2000","PHI@WAS","PHI","WAS","","","",""
"15426-13554","SS","Yadiel","Rivera","4.066666666666666","9","2000","MIL@CHC","MIL","CHC","","","",""
"15426-38842","OF","Mallex","Smith","5.819999999999999","15","2000","ATL@BOS","ATL","BOS","","","",""
"15426-13520","2B","Phil","Gosselin","3.0941176470588236","17","2000","STL@ARI","ARI","STL","","","",""
