"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Probable Pitcher","Batting Order"
"15426-5884","C","Francisco","Cervelli","9.657894736842104","19","3600","PIT@COL","PIT","COL","","","",""
"15426-13188","SS","Jean","Segura","13.176190476190476","21","3500","STL@ARI","ARI","STL","","","",""
"15426-5094","2B","Daniel","Murphy","12.36111111111111","18","3500","PHI@WAS","WAS","PHI","","","",""
"15426-5488","1B","Joey","Votto","7.461904761904761","21","3500","CIN@NYM","CIN","NYM","","","",""
"15426-38005","OF","Yasiel","Puig","10.2","20","3500","MIA@LOS","LOS","MIA","","","",""
"15426-5473","OF","Gerardo","Parra","10.299999999999999","19","3500","PIT@COL","COL","PIT","","","",""
"15426-5192","1B","David","Ortiz","12.31111111111111","18","3500","ATL@BOS","BOS","ATL","","","",""
"15426-53586","OF","David","Peralta","10.254545454545454","22","3500","STL@ARI","ARI","STL","","","",""
"15426-16952","SS","Francisco","Lindor","10.133333333333333","18","3500","CLE@MIN","CLE","MIN","","","",""
"15426-52178","3B","Maikel","Franco","10.536842105263156","19","3500","PHI@WAS","PHI","WAS","","","",""
"15426-13266","C","Salvador","Pérez","10.31111111111111","18","3400","KAN@LAA","KAN","LAA","","","",""
"15426-6273","OF","Michael","Brantley","0","2","3400","CLE@MIN","CLE","MIN","","","",""
"15426-21633","3B","Eugenio","Suárez","12.64","20","3400","CIN@NYM","CIN","NYM","","","",""
"15426-21609","OF","Christian","Yelich","11.816666666666666","18","3400","MIA@LOS","MIA","LOS","","","",""
"15426-11094","1B","Chris","Carter","12.994736842105263","19","3400","MIL@CHC","MIL","CHC","","","",""
"15426-21584","2B","Rougned","Odor","10.152380952380952","21","3400","NYY@TEX","TEX","NYY","","","",""
"15426-5032","1B","Adrián","González","11.265","20","3400","MIA@LOS","LOS","MIA","","","",""
"15426-12516","1B","Lucas","Duda","9.621052631578948","19","3400","CIN@NYM","NYM","CIN","","","",""
"15426-52885","C","Dustin","Garneau","11.233333333333334","3","3400","PIT@COL","COL","PIT","","","",""
"15426-60650","3B","Jung Ho","Kang","8.335766423357665","137","3400","PIT@COL","PIT","COL","DL","Knee","",""
"15426-5390","2B","Robinson","Canó","11.868421052631579","19","3400","HOU@SEA","SEA","HOU","","","",""
"15426-5381","OF","Michael","Saunders","11.2","16","3400","CWS@TOR","TOR","CWS","","","",""
"15426-5222","OF","Shin-soo","Choo","8.58","5","3400","NYY@TEX","TEX","NYY","DL","Calf","",""
"15426-5243","C","Brian","McCann","10.51875","16","3400","NYY@TEX","NYY","TEX","","","",""
"15426-5189","OF","Josh","Reddick","10.715","20","3400","OAK@DET","OAK","DET","","","",""
"15426-5204","OF","Denard","Span","10.104761904761904","21","3400","SDP@SFG","SFG","SDP","","","",""
"15426-5292","OF","Matt","Kemp","10.475","20","3400","SDP@SFG","SDP","SFG","","","",""
"15426-38319","OF","Odubel","Herrera","11.745000000000001","20","3400","PHI@WAS","PHI","WAS","","","",""
"15426-13687","SS","Jordy","Mercer","9.825","20","3400","PIT@COL","PIT","COL","","","",""
"15426-5945","3B","David","Freese","9.123809523809523","21","3400","PIT@COL","PIT","COL","","","",""
"15426-16950","OF","Miguel","Sano","8.852380952380953","21","3400","CLE@MIN","MIN","CLE","","","",""
"15426-13567","2B","DJ","LeMahieu","10.505555555555555","18","3400","PIT@COL","COL","PIT","","","",""
"15426-12925","2B","Jason","Kipnis","10.333333333333334","18","3300","CLE@MIN","CLE","MIN","","","",""
"15426-12928","1B","Eric","Hosmer","9.726315789473684","19","3300","KAN@LAA","KAN","LAA","","","",""
"15426-5037","C","Nick","Hundley","8.8625","8","3300","PIT@COL","COL","PIT","","","",""
"15426-12434","OF","Lorenzo","Cain","8.368421052631579","19","3300","KAN@LAA","KAN","LAA","","","",""
"15426-5474","1B","Mark","Reynolds","7.829411764705882","17","3300","PIT@COL","COL","PIT","","","",""
"15426-5393","OF","Melky","Cabrera","8.833333333333334","21","3300","CWS@TOR","CWS","TOR","","","",""
"15426-5387","1B","Mark","Teixeira","10.157894736842104","19","3300","NYY@TEX","NYY","TEX","","","",""
"15426-5188","OF","Jacoby","Ellsbury","8.957894736842105","19","3300","NYY@TEX","NYY","TEX","","","",""
"15426-5177","1B","Albert","Pujols","9.59","20","3300","KAN@LAA","LAA","KAN","","","",""
"15426-13909","OF","Randal","Grichuk","11.210526315789474","19","3300","STL@ARI","STL","ARI","","","",""
"15426-5121","OF","Ryan","Raburn","5.85","16","3300","PIT@COL","COL","PIT","","","",""
"15426-5146","OF","Hunter","Pence","10.654545454545454","22","3300","SDP@SFG","SFG","SDP","","","",""
"15426-5366","2B","Dustin","Pedroia","10.921052631578947","19","3300","ATL@BOS","BOS","ATL","","","",""
"15426-38326","OF","Nomar","Mazara","11.071428571428571","14","3300","NYY@TEX","TEX","NYY","","","",""
"15426-17025","2B","Joe","Panik","10.740909090909092","22","3300","SDP@SFG","SFG","SDP","","","",""
"15426-6005","OF","Matt","Joyce","5.465","20","3300","PIT@COL","PIT","COL","","","",""
"15426-5832","3B","Adrián","Béltre","9.942857142857143","21","3300","NYY@TEX","TEX","NYY","","","",""
"15426-54049","SS","Aledmys","Diaz","13.305555555555555","18","3300","STL@ARI","STL","ARI","","","",""
"15426-12900","1B","Brandon","Belt","9.759090909090908","22","3200","SDP@SFG","SFG","SDP","","","",""
"15426-12935","2B","Dee","Gordon","9.38888888888889","18","3200","MIA@LOS","MIA","LOS","","","",""
"15426-12931","1B","Wil","Myers","10.023809523809524","21","3200","SDP@SFG","SDP","SFG","","","",""
"15426-38074","OF","Corey","Dickerson","9.310526315789474","19","3200","BAL@TAM","TAM","BAL","","","",""
"15426-38252","OF","Stephen","Piscotty","12.657894736842104","19","3200","STL@ARI","STL","ARI","","","",""
"15426-38249","OF","Steven","Souza Jr.","11.735294117647058","17","3200","BAL@TAM","TAM","BAL","","","",""
"15426-5206","1B","Joe","Mauer","10.09047619047619","21","3200","CLE@MIN","MIN","CLE","","","",""
"15426-13924","OF","Kole","Calhoun","8.875","20","3200","KAN@LAA","LAA","KAN","","","",""
"15426-13966","3B","Kyle","Seager","9.233333333333333","18","3200","HOU@SEA","SEA","HOU","","","",""
"15426-13710","3B","Yangervis","Solarte","10","5","3200","SDP@SFG","SDP","SFG","DL","Hamstring","",""
"15426-13096","2B","Brian","Dozier","10.25","20","3100","CLE@MIN","MIN","CLE","","","",""
"15426-6319","OF","Ian","Desmond","10.72","20","3100","NYY@TEX","TEX","NYY","","","",""
"15426-12849","OF","Ezequiel","Carrera","7.5","11","3100","CWS@TOR","TOR","CWS","","","",""
"15426-5406","OF","Jayson","Werth","8.976470588235294","17","3100","PHI@WAS","WAS","PHI","","","",""
"15426-49523","1B","José","Abreu","7.866666666666666","21","3100","CWS@TOR","CWS","TOR","","","",""
"15426-5352","OF","Marlon","Byrd","9.142857142857142","14","3100","CLE@MIN","CLE","MIN","","","",""
"15426-5263","OF","Nick","Markakis","10.355","20","3100","ATL@BOS","ATL","BOS","","","",""
"15426-13751","OF","Brandon","Barnes","3.325","16","3100","PIT@COL","COL","PIT","","","",""
"15426-11338","SS","Zack","Cozart","10.78","15","3100","CIN@NYM","CIN","NYM","","","",""
"15426-13805","OF","Jeremy","Hazelbaker","11.235","20","3100","STL@ARI","STL","ARI","","","",""
"15426-21846","P","Chris","Devenski","12.333333333333334","6","3000","HOU@SEA","HOU","SEA","","","",""
"15426-13286","2B","Scooter","Gennett","10.461111111111112","18","3000","MIL@CHC","MIL","CHC","DTD","Oblique","",""
"15426-70271","P","Carlos","Estévez","7.5","2","3000","PIT@COL","COL","PIT","","","",""
"15426-70270","P","Chad","Girodo","9","1","3000","CWS@TOR","TOR","CWS","","","",""
"15426-70250","P","William","Cuevas","1","1","3000","ATL@BOS","BOS","ATL","","","",""
"15426-70249","P","Drew","Hayes","6.5","2","3000","CIN@NYM","CIN","NYM","","","",""
"15426-70280","P","Andrew","Triggs","6","1","3000","OAK@DET","OAK","DET","","","",""
"15426-70277","C","Kevan","Smith","0","0","3000","CWS@TOR","CWS","TOR","DL","Back","",""
"15426-70276","P","Pat","Light","-3","1","3000","ATL@BOS","BOS","ATL","","","",""
"15426-70278","P","Layne","Somsen","0","0","3000","CIN@NYM","CIN","NYM","","","",""
"15426-70275","P","Cody","Ege","2","2","3000","MIA@LOS","MIA","LOS","","","",""
"15426-12310","1B","Carlos","Santana","10.06111111111111","18","3000","CLE@MIN","CLE","MIN","","","",""
"15426-52881","P","Michael","Ynoa","0","0","3000","CWS@TOR","CWS","TOR","","","",""
"15426-52871","P","Derek","Law","5.8","5","3000","SDP@SFG","SFG","SDP","","","",""
"15426-5418","3B","Álex","Rodríguez","7.88","15","3000","NYY@TEX","NYY","TEX","DTD","Oblique","",""
"15426-5607","3B","Evan","Longoria","9.025","20","3000","BAL@TAM","TAM","BAL","","","",""
"15426-5608","2B","Ben","Zobrist","10.344444444444443","18","3000","MIL@CHC","CHC","MIL","","","",""
"15426-38061","P","Johnny","Barbato","9","7","3000","NYY@TEX","NYY","TEX","","","",""
"15426-38052","P","Matt","Buschmann","6.333333333333333","3","3000","STL@ARI","ARI","STL","","","",""
"15426-62427","P","Joel","De La Cruz","0","0","3000","ATL@BOS","ATL","BOS","","","",""
"15426-12168","2B","Starlin","Castro","9.331578947368422","19","3000","NYY@TEX","NYY","TEX","","","",""
"15426-53755","P","Hunter","Cervenka","4.125","8","3000","ATL@BOS","ATL","BOS","","","",""
"15426-5178","OF","Matt","Holliday","9.673684210526316","19","3000","STL@ARI","STL","ARI","DTD","Leg","",""
"15426-38300","OF","Billy","Burns","7.876470588235295","17","3000","OAK@DET","OAK","DET","","","",""
"15426-5948","OF","Brett","Gardner","10.294117647058824","17","3000","NYY@TEX","NYY","TEX","","","",""
"15426-13706","OF","Adam","Eaton","8.305","20","3000","CWS@TOR","CWS","TOR","","","",""
"15426-68619","P","Matt","Bowman","4.714285714285714","7","3000","STL@ARI","STL","ARI","","","",""
"15426-68628","P","Zack","Jones","0","0","3000","MIL@CHC","MIL","CHC","DL","Shoulder","",""
"15426-68654","P","John","Gant","6","3","3000","ATL@BOS","ATL","BOS","","","",""
"15426-68653","P","Luis","Cessa","9","1","3000","NYY@TEX","NYY","TEX","","","",""
"15426-68641","P","Daniel","Stumpf","-2.3333333333333335","3","3000","PHI@WAS","PHI","WAS","NA","Suspension","",""
"15426-16981","C","Yan","Gomes","8.86875","16","3000","CLE@MIN","CLE","MIN","","","",""
"15426-68662","P","Luis","Perdomo","3.25","8","3000","SDP@SFG","SDP","SFG","","","",""
"15426-68661","P","Joe","Biagini","7.6","5","3000","CWS@TOR","TOR","CWS","","","",""
"15426-5831","OF","Carlos","Beltrán","9.352631578947367","19","3000","NYY@TEX","NYY","TEX","","","",""
"15426-13540","OF","J.D.","Martínez","8.294736842105262","19","3000","OAK@DET","DET","OAK","","","",""
"15426-13303","C","Yasmani","Grandal","7.3090909090909095","11","2900","MIA@LOS","LOS","MIA","","","",""
"15426-38976","3B","José","Ramírez","9.623076923076923","13","2900","CLE@MIN","CLE","MIN","","","",""
"15426-6197","OF","Justin","Upton","6.189473684210526","19","2900","OAK@DET","DET","OAK","","","",""
"15426-68359","1B","Byung Ho","Park","9.05625","16","2900","CLE@MIN","MIN","CLE","","","",""
"15426-12660","2B","Daniel","Descalso","3.895049504950495","101","2900","PIT@COL","COL","PIT","DL","Hand","",""
"15426-5088","OF","Ángel","Pagán","10.195454545454545","22","2900","SDP@SFG","SFG","SDP","","","",""
"15426-5435","1B","Prince","Fielder","7.690476190476191","21","2900","NYY@TEX","TEX","NYY","","","",""
"15426-5614","OF","Melvin","Upton Jr.","10","21","2900","SDP@SFG","SDP","SFG","","","",""
"15426-5590","1B","Mike","Napoli","10.077777777777778","18","2900","CLE@MIN","CLE","MIN","","","",""
"15426-5164","3B","David","Wright","10.95625","16","2900","CIN@NYM","NYM","CIN","","","",""
"15426-5181","C","Yadier","Molina","9.33","20","2900","STL@ARI","STL","ARI","","","",""
"15426-38167","3B","Jason","Rogers","8.6","4","2900","PIT@COL","PIT","COL","","","",""
"15426-12237","C","Jonathan","Lucroy","7.433333333333334","18","2900","MIL@CHC","MIL","CHC","","","",""
"15426-5359","SS","Elvis","Andrus","9.08421052631579","19","2900","NYY@TEX","TEX","NYY","","","",""
"15426-38299","OF","Kevin","Pillar","7.514285714285715","21","2900","CWS@TOR","TOR","CWS","","","",""
"15426-5279","1B","Kendrys","Morales","7.694736842105263","19","2900","KAN@LAA","KAN","LAA","","","",""
"15426-13794","OF","Delino","DeShields","8.11578947368421","19","2900","NYY@TEX","TEX","NYY","","","",""
"15426-6068","1B","Michael","Morse","0","6","2900","PIT@COL","PIT","COL","","","",""
"15426-13223","1B","Ben","Paulsen","7.382352941176471","17","2800","PIT@COL","COL","PIT","","","",""
"15426-6312","3B","Justin","Turner","7.394444444444444","18","2800","MIA@LOS","LOS","MIA","","","",""
"15426-11098","1B","Pedro","Álvarez","5.207142857142857","14","2800","BAL@TAM","BAL","TAM","","","",""
"15426-12961","SS","Brandon","Crawford","7.895238095238096","21","2800","SDP@SFG","SFG","SDP","","","",""
"15426-14447","OF","Leonys","Martín","8.836842105263159","19","2800","HOU@SEA","SEA","HOU","","","",""
"15426-12505","SS","Eduardo","Núñez","10.986666666666668","15","2800","CLE@MIN","MIN","CLE","","","",""
"15426-12462","OF","Mitch","Moreland","8.272222222222222","18","2800","NYY@TEX","TEX","NYY","","","",""
"15426-5463","1B","Brandon","Moss","10.7","20","2800","STL@ARI","STL","ARI","","","",""
"15426-5403","2B","Chase","Utley","9.416666666666666","18","2800","MIA@LOS","LOS","MIA","","","",""
"15426-5401","SS","Jimmy","Rollins","9.253333333333334","15","2800","CWS@TOR","CWS","TOR","","","",""
"15426-38117","OF","Adam","Duvall","7.4411764705882355","17","2800","CIN@NYM","CIN","NYM","","","",""
"15426-38136","SS","Addison","Russell","9.766666666666667","18","2800","MIL@CHC","CHC","MIL","","","",""
"15426-5221","SS","Asdrubal","Cabrera","7.6157894736842096","19","2800","CIN@NYM","NYM","CIN","","","",""
"15426-13864","OF","Joc","Pederson","10.021052631578948","19","2800","MIA@LOS","LOS","MIA","","","",""
"15426-5190","C","Víctor","Martínez","9.389473684210527","19","2800","OAK@DET","DET","OAK","","","",""
"15426-5211","OF","Carlos","Gómez","5.157894736842105","19","2800","HOU@SEA","HOU","SEA","","","",""
"15426-38196","3B","Jake","Lamb","11.165000000000001","20","2800","STL@ARI","ARI","STL","","","",""
"15426-5153","1B","Hanley","Ramírez","9.536842105263156","19","2800","ATL@BOS","BOS","ATL","","","",""
"15426-12236","3B","Trevor","Plouffe","8.799999999999999","12","2800","CLE@MIN","MIN","CLE","DL","Ribs","",""
"15426-5357","C","Jarrod","Saltalamacchia","13.006666666666666","15","2800","OAK@DET","DET","OAK","","","",""
"15426-12123","C","Wilson","Ramos","8.52","15","2800","PHI@WAS","WAS","PHI","","Personal","",""
"15426-13691","OF","Ender","Inciarte","4","3","2800","ATL@BOS","ATL","BOS","DL","Hamstring","",""
"15426-13685","OF","Brock","Holt","11.38125","16","2800","ATL@BOS","BOS","ATL","","","",""
"15426-16930","OF","Norichika","Aoki","6.978947368421053","19","2800","HOU@SEA","SEA","HOU","","","",""
"15426-17008","OF","Oswaldo","Arcia","8.781818181818181","11","2800","CLE@MIN","MIN","CLE","","","",""
"15426-11334","1B","Freddie","Freeman","7.152631578947369","19","2800","ATL@BOS","ATL","BOS","","","",""
"15426-38571","3B","Travis","Shaw","11.24","20","2800","ATL@BOS","BOS","ATL","","","",""
"15426-13342","3B","Nick","Castellanos","9.033333333333333","18","2800","OAK@DET","DET","OAK","","","",""
"15426-13430","SS","Jonathan","Villar","7.661111111111111","18","2800","MIL@CHC","MIL","CHC","","","",""
"15426-13067","2B","Jemile","Weeks","4.8428571428571425","7","2700","SDP@SFG","SDP","SFG","","","",""
"15426-13102","SS","Freddy","Galvis","8.163157894736841","19","2700","PHI@WAS","PHI","WAS","","","",""
"15426-12572","OF","Ben","Revere","0","1","2700","PHI@WAS","WAS","PHI","DL","Oblique","",""
"15426-5062","1B","Ryan","Zimmerman","9.166666666666666","15","2700","PHI@WAS","WAS","PHI","","","",""
"15426-5135","OF","Alex","Gordon","8.289473684210526","19","2700","KAN@LAA","KAN","LAA","","","",""
"15426-14026","3B","Cole","Figueroa","0","8","2700","PIT@COL","PIT","COL","","","",""
"15426-5262","OF","Adam","Jones","6.433333333333334","15","2700","BAL@TAM","BAL","TAM","","","",""
"15426-5972","SS","J.J.","Hardy","8.799999999999999","17","2700","BAL@TAM","BAL","TAM","","","",""
"15426-16951","3B","Anthony","Rendón","7.110526315789474","19","2700","PHI@WAS","WAS","PHI","","","",""
"15426-16949","2B","Cory","Spangenberg","8.514285714285714","14","2700","SDP@SFG","SDP","SFG","DL","Quadriceps","",""
"15426-38615","OF","Domingo","Santana","9.015","20","2700","MIL@CHC","MIL","CHC","","","",""
"15426-13792","OF","Kiké","Hernández","7.378947368421052","19","2700","MIA@LOS","LOS","MIA","","","",""
"15426-13535","SS","Ehire","Adrianza","4.675","8","2700","SDP@SFG","SFG","SDP","DL","Foot","",""
"15426-13099","C","Travis","d'Arnaud","5.161538461538461","13","2600","CIN@NYM","NYM","CIN","DL","Shoulder","",""
"15426-38955","OF","Joey","Rickard","7.768421052631578","19","2600","BAL@TAM","BAL","TAM","","","",""
"15426-21666","OF","Mark","Canha","8.066666666666666","9","2600","OAK@DET","OAK","DET","","","",""
"15426-12947","2B","Brett","Lawrie","8.547619047619047","21","2600","CWS@TOR","CWS","TOR","","","",""
"15426-12564","C","Chris","Stewart","8.64","5","2600","PIT@COL","PIT","COL","","","",""
"15426-5086","OF","Seth","Smith","7.438888888888889","18","2600","HOU@SEA","SEA","HOU","","","",""
"15426-5489","2B","Brandon","Phillips","9.627777777777778","18","2600","CIN@NYM","CIN","NYM","DTD","Hand","",""
"15426-11989","OF","Jon","Jay","8.095","20","2600","SDP@SFG","SDP","SFG","","","",""
"15426-5399","3B","Martín","Prado","7.771428571428571","14","2600","MIA@LOS","MIA","LOS","","","",""
"15426-5246","3B","Yunel","Escobar","8.48","20","2600","KAN@LAA","LAA","KAN","","","",""
"15426-13961","OF","Kevin","Kiermaier","9.277777777777779","18","2600","BAL@TAM","TAM","BAL","","","",""
"15426-5334","SS","Alexei","Ramírez","6.519047619047619","21","2600","SDP@SFG","SDP","SFG","","","",""
"15426-14038","OF","Khris","Davis","6.226315789473684","19","2600","OAK@DET","OAK","DET","","","",""
"15426-17086","OF","Marcell","Ozuna","7.622222222222222","18","2600","MIA@LOS","MIA","LOS","","","",""
"15426-5900","OF","Coco","Crisp","8.888235294117647","17","2600","OAK@DET","OAK","DET","","","",""
"15426-68627","1B","Tyler","White","10.352631578947367","19","2600","HOU@SEA","HOU","SEA","","","",""
"15426-21191","C","Brett","Nicholas","9.328571428571427","7","2600","NYY@TEX","TEX","NYY","","","",""
"15426-13516","C","Stephen","Vogt","7.647368421052632","19","2600","OAK@DET","OAK","DET","","","",""
"15426-21853","SS","Ketel","Marte","5.935294117647059","17","2500","HOU@SEA","SEA","HOU","","","",""
"15426-21705","SS","Marcus","Semien","8.147619047619047","21","2500","OAK@DET","OAK","DET","","","",""
"15426-21637","OF","Jackie","Bradley Jr.","8.189473684210526","19","2500","ATL@BOS","BOS","ATL","","","",""
"15426-68410","OF","Hyun Soo","Kim","6.925","4","2500","BAL@TAM","BAL","TAM","","","",""
"15426-13014","SS","Alexi","Amarista","7.3","8","2500","SDP@SFG","SDP","SFG","DL","Hamstring","",""
"15426-11095","OF","Desmond","Jennings","7.066666666666666","18","2500","BAL@TAM","TAM","BAL","","","",""
"15426-12989","OF","Brandon","Guyer","8.35","10","2500","BAL@TAM","TAM","BAL","","","",""
"15426-12985","OF","Avisail","García","8.441176470588236","17","2500","CWS@TOR","CWS","TOR","","","",""
"15426-58973","OF","Rusney","Castillo","12.2","1","2500","ATL@BOS","BOS","ATL","","","",""
"15426-12577","OF","Jarrod","Dyson","6.985714285714286","7","2500","KAN@LAA","KAN","LAA","","","",""
"15426-5475","C","Miguel","Montero","8.876923076923077","13","2500","MIL@CHC","CHC","MIL","DTD","Back","",""
"15426-5408","C","Carlos","Ruiz","10.875","8","2500","PHI@WAS","PHI","WAS","","","",""
"15426-5151","3B","Chris","Coghlan","7.855555555555556","18","2500","OAK@DET","OAK","DET","","","",""
"15426-5289","OF","Andre","Ethier","7.657042253521126","142","2500","MIA@LOS","LOS","MIA","DL","Leg","",""
"15426-5299","C","Russell","Martin","4.035294117647059","17","2500","CWS@TOR","TOR","CWS","DTD","Neck","",""
"15426-17145","2B","Greg","García","8.9","8","2500","STL@ARI","STL","ARI","","","",""
"15426-53844","3B","Matt","Duffy","6.931818181818182","22","2500","SDP@SFG","SFG","SDP","","","",""
"15426-17198","2B","Tommy","La Stella","7.45","10","2500","MIL@CHC","CHC","MIL","","","",""
"15426-13146","3B","Jimmy","Paredes","7.963461538461539","104","2400","BAL@TAM","BAL","TAM","DL","Wrist","",""
"15426-13076","OF","Cedric","Hunter","2.853846153846154","13","2400","PHI@WAS","PHI","WAS","","","",""
"15426-13063","C","Steve","Clevenger","9.42","5","2400","HOU@SEA","SEA","HOU","","","",""
"15426-21582","SS","Cristhian","Adames","2.0466666666666664","15","2400","PIT@COL","COL","PIT","","","",""
"15426-6246","1B","Brandon","Allen","0","0","2400","CIN@NYM","CIN","NYM","","","",""
"15426-5084","C","Chris","Iannetta","6.58125","16","2400","HOU@SEA","SEA","HOU","","","",""
"15426-12292","3B","Danny","Valencia","6.357142857142857","14","2400","OAK@DET","OAK","DET","DL","Hamstring","",""
"15426-5445","SS","Alcides","Escobar","7.8","19","2400","KAN@LAA","KAN","LAA","","","",""
"15426-5223","SS","Jhonny","Peralta","8.634193548387097","155","2400","STL@ARI","STL","ARI","DL","Hand","",""
"15426-13900","SS","Jedd","Gyorko","8.533333333333333","15","2400","STL@ARI","STL","ARI","","","",""
"15426-5265","C","Matt","Wieters","7.261538461538462","13","2400","BAL@TAM","BAL","TAM","","","",""
"15426-17139","C","J.T.","Realmuto","6.78","15","2400","MIA@LOS","MIA","LOS","","","",""
"15426-16948","2B","Kolten","Wong","5.258823529411765","17","2400","STL@ARI","STL","ARI","DTD","Illness","",""
"15426-13368","OF","Billy","Hamilton","7.270588235294118","17","2400","CIN@NYM","CIN","NYM","","","",""
"15426-21172","3B","Brandon","Drury","7.14375","16","2400","STL@ARI","ARI","STL","","","",""
"15426-23107","OF","Jorge","Soler","6.552631578947368","19","2400","MIL@CHC","CHC","MIL","","","",""
"15426-13501","2B","Chris","Owings","7.45","20","2400","STL@ARI","ARI","STL","","","",""
"15426-21815","OF","Sócrates","Brito","5.86","10","2300","STL@ARI","ARI","STL","","","",""
"15426-6282","C","Tyler","Flowers","6.6","9","2300","ATL@BOS","ATL","BOS","","","",""
"15426-12923","C","Devin","Mesoraco","3.26","15","2300","CIN@NYM","CIN","NYM","","","",""
"15426-12949","C","Derek","Norris","5.683333333333334","18","2300","SDP@SFG","SDP","SFG","","","",""
"15426-12593","2B","Eric","Sogard","5.895833333333333","120","2300","OAK@DET","OAK","DET","DL","Knee","",""
"15426-5033","3B","Chase","Headley","5.3375","16","2300","NYY@TEX","NYY","TEX","","","",""
"15426-5104","3B","Pablo","Sandoval","1","3","2300","ATL@BOS","BOS","ATL","DL","Shoulder","",""
"15426-12499","SS","Darwin","Barney","8.4","10","2300","CWS@TOR","TOR","CWS","","","",""
"15426-5493","C","Ryan","Hanigan","6.1499999999999995","6","2300","ATL@BOS","BOS","ATL","","","",""
"15426-5404","1B","Ryan","Howard","7.034999999999999","20","2300","PHI@WAS","PHI","WAS","","","",""
"15426-5532","OF","Steve","Pearce","6.716666666666666","12","2300","BAL@TAM","TAM","BAL","","","",""
"15426-38040","OF","Eddie","Rosario","7.336842105263158","19","2300","CLE@MIN","MIN","CLE","","","",""
"15426-5225","3B","Luis","Valbuena","5.811764705882353","17","2300","HOU@SEA","HOU","SEA","","","",""
"15426-5244","C","David","Ross","9.8","8","2300","MIL@CHC","CHC","MIL","","","",""
"15426-10007","OF","Justin","Ruggiano","9.5","1","2300","NYY@TEX","TEX","NYY","","","",""
"15426-42645","C","Cameron","Rupp","8.433333333333334","12","2300","PHI@WAS","PHI","WAS","","","",""
"15426-53600","2B","Kelby","Tomlinson","2.3625","8","2300","SDP@SFG","SFG","SDP","","","",""
"15426-5269","OF","Nolan","Reimold","6.76","10","2300","BAL@TAM","BAL","TAM","","","",""
"15426-13596","OF","Trayce","Thompson","5.194444444444445","18","2300","MIA@LOS","LOS","MIA","","","",""
"15426-16947","2B","Jonathan","Schoop","6.726315789473684","19","2300","BAL@TAM","BAL","TAM","","","",""
"15426-68632","1B","Dae-Ho","Lee","5.29","10","2300","HOU@SEA","SEA","HOU","","","",""
"15426-17015","C","Evan","Gattis","4.172727272727273","11","2300","HOU@SEA","HOU","SEA","","","",""
"15426-6029","2B","Jed","Lowrie","7.245","20","2300","OAK@DET","OAK","DET","","","",""
"15426-13359","C","Chris","Herrmann","5.96","10","2300","STL@ARI","ARI","STL","","","",""
"15426-38867","2B","Devon","Travis","10.420967741935485","62","2300","CWS@TOR","TOR","CWS","DL","Shoulder","",""
"15426-13487","OF","Tommy","Pham","0","1","2300","STL@ARI","STL","ARI","DL","Oblique","",""
"15426-5842","OF","Gregor","Blanco","5.05","14","2300","SDP@SFG","SFG","SDP","","","",""
"15426-21074","OF","Michael A.","Taylor","7.582352941176471","17","2300","PHI@WAS","WAS","PHI","","","",""
"15426-21088","OF","Jabari","Blash","1.8266666666666667","15","2300","SDP@SFG","SDP","SFG","","","",""
"15426-10977","OF","Austin","Jackson","5.495238095238095","21","2200","CWS@TOR","CWS","TOR","","","",""
"15426-39086","OF","Byron","Buxton","4.882352941176471","17","2200","CLE@MIN","MIN","CLE","","","",""
"15426-21876","3B","Derek","Dietrich","6.239999999999999","15","2200","MIA@LOS","MIA","LOS","","","",""
"15426-13304","C","Tucker","Barnhart","7.13","10","2200","CIN@NYM","CIN","NYM","","","",""
"15426-13239","SS","Eduardo","Escobar","5.71","20","2200","CLE@MIN","MIN","CLE","","","",""
"15426-12919","SS","José","Iglesias","6.127777777777777","18","2200","OAK@DET","DET","OAK","","","",""
"15426-12924","OF","Lonnie","Chisenhall","3.1166666666666667","6","2200","CLE@MIN","CLE","MIN","DTD","Neck","",""
"15426-12855","3B","Conor","Gillaspie","0","1","2200","SDP@SFG","SFG","SDP","","","",""
"15426-21612","SS","Nick","Ahmed","7.218181818181819","22","2200","STL@ARI","ARI","STL","","","",""
"15426-13009","C","Austin","Romine","3.0625","8","2200","NYY@TEX","NYY","TEX","","","",""
"15426-13055","OF","Anthony","Gose","4.425","16","2200","OAK@DET","DET","OAK","","","",""
"15426-12988","C","Robinson","Chirinos","8.040000000000001","5","2200","NYY@TEX","TEX","NYY","DL","Forearm","",""
"15426-12562","SS","Danny","Espinosa","5.410526315789474","19","2200","PHI@WAS","WAS","PHI","","","",""
"15426-5052","C","Geovany","Soto","8.225","8","2200","KAN@LAA","LAA","KAN","","","",""
"15426-12521","1B","Yonder","Alonso","3.4368421052631577","19","2200","OAK@DET","OAK","DET","","","",""
"15426-65989","OF","Héctor","Olivera","5.233333333333333","6","2200","ATL@BOS","ATL","BOS","DTD","Suspension","",""
"15426-38127","C","Tony","Wolters","5.675","12","2200","PIT@COL","COL","PIT","","","",""
"15426-5623","C","Dioner","Navarro","6.057142857142857","14","2200","CWS@TOR","CWS","TOR","","","",""
"15426-5606","OF","Carl","Crawford","5.08","5","2200","MIA@LOS","LOS","MIA","","","",""
